end_result,game,game_id,period,play,player,playoffs,score,season,shot_made,time
121 - 108,CLE - ATL,400875767,1,Paul Millsap misses free throw 1 of 1,Paul Millsap,playoffs,20 - 15,2015 - 2016,0,5:20
121 - 108,CLE - ATL,400875767,1,Tristan Thompson makes free throw 1 of 2,Tristan Thompson,playoffs,21 - 15,2015 - 2016,1,5:18
121 - 108,CLE - ATL,400875767,1,Tristan Thompson misses free throw 2 of 2,Tristan Thompson,playoffs,21 - 15,2015 - 2016,0,5:18
121 - 108,CLE - ATL,400875767,1,LeBron James makes free throw 1 of 2,LeBron James,playoffs,22 - 18,2015 - 2016,1,4:39
121 - 108,CLE - ATL,400875767,1,LeBron James makes free throw 2 of 2,LeBron James,playoffs,23 - 18,2015 - 2016,1,4:39
121 - 108,CLE - ATL,400875767,1,Kyle Korver makes technical free throw,Kyle Korver,playoffs,23 - 24,2015 - 2016,1,1:39
121 - 108,CLE - ATL,400875767,1,Dennis Schroder makes free throw 1 of 2,Dennis Schroder,playoffs,29 - 25,2015 - 2016,1,0:34
121 - 108,CLE - ATL,400875767,1,Dennis Schroder makes free throw 2 of 2,Dennis Schroder,playoffs,29 - 26,2015 - 2016,1,0:34
121 - 108,CLE - ATL,400875767,1,Tim Hardaway Jr. makes free throw 1 of 2,Tim Hardaway,playoffs,29 - 27,2015 - 2016,1,0:09
121 - 108,CLE - ATL,400875767,1,Tim Hardaway Jr. makes free throw 2 of 2,Tim Hardaway,playoffs,29 - 28,2015 - 2016,1,0:09
121 - 108,CLE - ATL,400875767,2,Iman Shumpert misses free throw 1 of 2,Iman Shumpert,playoffs,31 - 28,2015 - 2016,0,11:40
121 - 108,CLE - ATL,400875767,2,Iman Shumpert misses free throw 2 of 2,Iman Shumpert,playoffs,31 - 28,2015 - 2016,0,11:40
121 - 108,CLE - ATL,400875767,2,Tristan Thompson misses free throw 1 of 2,Tristan Thompson,playoffs,50 - 53,2015 - 2016,0,3:47
121 - 108,CLE - ATL,400875767,2,Tristan Thompson makes free throw 2 of 2,Tristan Thompson,playoffs,51 - 53,2015 - 2016,1,3:47
121 - 108,CLE - ATL,400875767,3,Tristan Thompson misses free throw 1 of 2,Tristan Thompson,playoffs,55 - 63,2015 - 2016,0,12:00
121 - 108,CLE - ATL,400875767,3,Tristan Thompson makes free throw 2 of 2,Tristan Thompson,playoffs,56 - 63,2015 - 2016,1,12:00
121 - 108,CLE - ATL,400875767,3,Tristan Thompson misses free throw 1 of 2,Tristan Thompson,playoffs,61 - 72,2015 - 2016,0,8:48
121 - 108,CLE - ATL,400875767,3,Tristan Thompson makes free throw 2 of 2,Tristan Thompson,playoffs,62 - 72,2015 - 2016,1,8:48
121 - 108,CLE - ATL,400875767,3,Paul Millsap makes free throw 1 of 2,Paul Millsap,playoffs,73 - 78,2015 - 2016,1,5:48
121 - 108,CLE - ATL,400875767,3,Paul Millsap makes free throw 2 of 2,Paul Millsap,playoffs,73 - 79,2015 - 2016,1,5:48
121 - 108,CLE - ATL,400875767,3,Tristan Thompson misses free throw 1 of 2,Tristan Thompson,playoffs,73 - 79,2015 - 2016,0,5:46
121 - 108,CLE - ATL,400875767,3,Tristan Thompson makes free throw 2 of 2,Tristan Thompson,playoffs,74 - 79,2015 - 2016,1,5:46
121 - 108,CLE - ATL,400875767,3,LeBron James misses free throw 1 of 3,LeBron James,playoffs,79 - 86,2015 - 2016,0,2:30
121 - 108,CLE - ATL,400875767,3,LeBron James makes free throw 2 of 3,LeBron James,playoffs,80 - 86,2015 - 2016,1,2:30
121 - 108,CLE - ATL,400875767,3,LeBron James makes free throw 3 of 3,LeBron James,playoffs,81 - 86,2015 - 2016,1,2:30
121 - 108,CLE - ATL,400875767,4,Jeff Teague misses free throw 1 of 2,Jeff Teague,playoffs,110 - 103,2015 - 2016,0,4:22
121 - 108,CLE - ATL,400875767,4,Jeff Teague makes free throw 2 of 2,Jeff Teague,playoffs,110 - 104,2015 - 2016,1,4:22
121 - 108,CLE - ATL,400875767,4,LeBron James makes free throw 1 of 2,LeBron James,playoffs,117 - 106,2015 - 2016,1,1:24
121 - 108,CLE - ATL,400875767,4,LeBron James misses free throw 2 of 2,LeBron James,playoffs,117 - 106,2015 - 2016,0,1:24
121 - 108,CLE - ATL,400875767,4,Kyrie Irving makes free throw 1 of 2,Kyrie Irving,playoffs,118 - 108,2015 - 2016,1,0:44
121 - 108,CLE - ATL,400875767,4,Kyrie Irving makes free throw 2 of 2,Kyrie Irving,playoffs,119 - 108,2015 - 2016,1,0:44
121 - 108,CLE - ATL,400875767,4,LeBron James makes free throw 2 of 2,LeBron James,playoffs,120 - 108,2015 - 2016,1,0:30
121 - 108,CLE - ATL,400875767,4,LeBron James makes free throw 1 of 1,LeBron James,playoffs,121 - 108,2015 - 2016,1,0:30
100 - 99,CLE - ATL,400875768,1,Paul Millsap misses free throw 1 of 2,Paul Millsap,playoffs,7-Nov,2015 - 2016,0,8:51
100 - 99,CLE - ATL,400875768,1,Paul Millsap makes free throw 2 of 2,Paul Millsap,playoffs,8-Nov,2015 - 2016,1,8:51
100 - 99,CLE - ATL,400875768,1,Paul Millsap makes free throw 1 of 2,Paul Millsap,playoffs,13 - 12,2015 - 2016,1,7:54
100 - 99,CLE - ATL,400875768,1,Paul Millsap makes free throw 2 of 2,Paul Millsap,playoffs,13 - 13,2015 - 2016,1,7:54
100 - 99,CLE - ATL,400875768,1,Kyrie Irving makes free throw 1 of 2,Kyrie Irving,playoffs,18 - 20,2015 - 2016,1,5:18
100 - 99,CLE - ATL,400875768,1,Kyrie Irving makes free throw 2 of 2,Kyrie Irving,playoffs,19 - 20,2015 - 2016,1,5:18
100 - 99,CLE - ATL,400875768,1,LeBron James misses free throw 1 of 1,LeBron James,playoffs,27 - 28,2015 - 2016,0,2:03
100 - 99,CLE - ATL,400875768,1,Paul Millsap misses free throw 1 of 2,Paul Millsap,playoffs,27 - 28,2015 - 2016,0,1:51
100 - 99,CLE - ATL,400875768,1,Paul Millsap makes free throw 2 of 2,Paul Millsap,playoffs,27 - 29,2015 - 2016,1,1:51
100 - 99,CLE - ATL,400875768,2,Kyrie Irving misses free throw 1 of 2,Kyrie Irving,playoffs,27 - 38,2015 - 2016,0,11:25
100 - 99,CLE - ATL,400875768,2,Kyrie Irving makes free throw 2 of 2,Kyrie Irving,playoffs,28 - 38,2015 - 2016,1,11:25
100 - 99,CLE - ATL,400875768,2,Iman Shumpert makes free throw 1 of 2,Iman Shumpert,playoffs,40 - 46,2015 - 2016,1,7:54
100 - 99,CLE - ATL,400875768,2,Iman Shumpert makes free throw 2 of 2,Iman Shumpert,playoffs,41 - 46,2015 - 2016,1,7:54
100 - 99,CLE - ATL,400875768,2,Paul Millsap makes free throw 1 of 2,Paul Millsap,playoffs,41 - 47,2015 - 2016,1,7:28
100 - 99,CLE - ATL,400875768,2,Paul Millsap makes free throw 2 of 2,Paul Millsap,playoffs,41 - 48,2015 - 2016,1,7:28
100 - 99,CLE - ATL,400875768,2,Tristan Thompson makes free throw 1 of 2,Tristan Thompson,playoffs,45 - 50,2015 - 2016,1,5:31
100 - 99,CLE - ATL,400875768,2,Tristan Thompson misses free throw 2 of 2,Tristan Thompson,playoffs,45 - 50,2015 - 2016,0,5:31
100 - 99,CLE - ATL,400875768,3,Paul Millsap makes free throw 1 of 2,Paul Millsap,playoffs,65 - 65,2015 - 2016,1,8:56
100 - 99,CLE - ATL,400875768,3,Paul Millsap makes free throw 2 of 2,Paul Millsap,playoffs,65 - 66,2015 - 2016,1,8:56
100 - 99,CLE - ATL,400875768,3,Thabo Sefolosha misses free throw 1 of 2,Thabo Sefolosha,playoffs,72 - 68,2015 - 2016,0,4:48
100 - 99,CLE - ATL,400875768,3,Thabo Sefolosha misses free throw 2 of 2,Thabo Sefolosha,playoffs,72 - 68,2015 - 2016,0,4:48
100 - 99,CLE - ATL,400875768,3,Kyrie Irving makes free throw 1 of 1,Kyrie Irving,playoffs,75 - 73,2015 - 2016,1,3:55
100 - 99,CLE - ATL,400875768,3,LeBron James misses free throw 1 of 2,LeBron James,playoffs,75 - 73,2015 - 2016,0,3:09
100 - 99,CLE - ATL,400875768,3,LeBron James misses free throw 2 of 2,LeBron James,playoffs,75 - 73,2015 - 2016,0,3:09
100 - 99,CLE - ATL,400875768,3,Kevin Love makes free throw 1 of 1,Kevin Love,playoffs,79 - 75,2015 - 2016,1,2:15
100 - 99,CLE - ATL,400875768,3,Kris Humphries makes free throw 1 of 2,Kris Humphries,playoffs,79 - 76,2015 - 2016,1,1:01
100 - 99,CLE - ATL,400875768,3,Kris Humphries makes free throw 2 of 2,Kris Humphries,playoffs,79 - 77,2015 - 2016,1,1:01
106 - 118,POR - GS,400875806,1,C.J. McCollum makes free throw 1 of 2,C.J. McCollum,playoffs,10-Mar,2015 - 2016,1,8:17
106 - 118,POR - GS,400875806,1,C.J. McCollum makes free throw 2 of 2,C.J. McCollum,playoffs,10-Apr,2015 - 2016,1,8:17
106 - 118,POR - GS,400875806,1,Shaun Livingston makes free throw 1 of 2,Shaun Livingston,playoffs,21-Jul,2015 - 2016,1,4:41
106 - 118,POR - GS,400875806,1,Shaun Livingston makes free throw 2 of 2,Shaun Livingston,playoffs,22-Jul,2015 - 2016,1,4:41
106 - 118,POR - GS,400875806,1,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,22-Aug,2015 - 2016,1,4:26
106 - 118,POR - GS,400875806,1,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,22-Sep,2015 - 2016,1,4:26
106 - 118,POR - GS,400875806,1,Allen Crabbe makes free throw 1 of 1,Allen Crabbe,playoffs,14 - 28,2015 - 2016,1,1:54
106 - 118,POR - GS,400875806,1,Damian Lillard makes free throw 1 of 1,Damian Lillard,playoffs,17 - 34,2015 - 2016,1,0:26
106 - 118,POR - GS,400875806,2,Harrison Barnes makes free throw 1 of 2,Harrison Barnes,playoffs,30 - 42,2015 - 2016,1,8:00
106 - 118,POR - GS,400875806,2,Harrison Barnes misses free throw 2 of 2,Harrison Barnes,playoffs,30 - 42,2015 - 2016,0,8:00
106 - 118,POR - GS,400875806,2,Draymond Green makes free throw 1 of 2,Draymond Green,playoffs,30 - 45,2015 - 2016,1,6:37
106 - 118,POR - GS,400875806,2,Draymond Green makes free throw 2 of 2,Draymond Green,playoffs,30 - 46,2015 - 2016,1,6:37
106 - 118,POR - GS,400875806,2,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,34 - 46,2015 - 2016,1,5:33
106 - 118,POR - GS,400875806,2,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,35 - 46,2015 - 2016,1,5:33
106 - 118,POR - GS,400875806,2,Shaun Livingston makes free throw 1 of 2,Shaun Livingston,playoffs,35 - 48,2015 - 2016,1,4:56
106 - 118,POR - GS,400875806,2,Shaun Livingston makes free throw 2 of 2,Shaun Livingston,playoffs,35 - 48,2015 - 2016,1,4:56
106 - 118,POR - GS,400875806,2,Draymond Green makes free throw 1 of 2,Draymond Green,playoffs,38 - 49,2015 - 2016,1,4:26
106 - 118,POR - GS,400875806,2,Draymond Green makes free throw 2 of 2,Draymond Green,playoffs,38 - 50,2015 - 2016,1,4:26
106 - 118,POR - GS,400875806,2,Draymond Green makes free throw 1 of 2,Draymond Green,playoffs,40 - 51,2015 - 2016,1,3:30
106 - 118,POR - GS,400875806,2,Draymond Green makes free throw 2 of 2,Draymond Green,playoffs,40 - 52,2015 - 2016,1,3:30
106 - 118,POR - GS,400875806,2,Maurice Harkless misses free throw 1 of 1,Maurice Harkless,playoffs,44 - 54,2015 - 2016,0,2:38
106 - 118,POR - GS,400875806,3,Maurice Harkless misses free throw 1 of 2,Maurice Harkless,playoffs,54 - 67,2015 - 2016,0,10:19
106 - 118,POR - GS,400875806,3,Maurice Harkless makes free throw 2 of 2,Maurice Harkless,playoffs,55 - 67,2015 - 2016,1,10:19
106 - 118,POR - GS,400875806,3,Draymond Green makes free throw 1 of 1,Draymond Green,playoffs,55 - 75,2015 - 2016,1,8:17
106 - 118,POR - GS,400875806,3,Draymond Green makes free throw 1 of 2,Draymond Green,playoffs,55 - 76,2015 - 2016,1,7:56
106 - 118,POR - GS,400875806,3,Draymond Green makes free throw 2 of 2,Draymond Green,playoffs,55 - 77,2015 - 2016,1,7:56
106 - 118,POR - GS,400875806,3,Allen Crabbe makes free throw 1 of 2,Allen Crabbe,playoffs,62 - 87,2015 - 2016,1,3:19
106 - 118,POR - GS,400875806,3,Allen Crabbe makes free throw 2 of 2,Allen Crabbe,playoffs,63 - 87,2015 - 2016,1,3:19
106 - 118,POR - GS,400875806,3,Leandro Barbosa misses free throw 1 of 2,Leandro Barbosa,playoffs,67 - 89,2015 - 2016,0,1:47
106 - 118,POR - GS,400875806,3,Leandro Barbosa makes free throw 2 of 2,Leandro Barbosa,playoffs,67 - 90,2015 - 2016,1,1:47
106 - 118,POR - GS,400875806,3,Klay Thompson makes free throw 1 of 1,Klay Thompson,playoffs,73 - 93,2015 - 2016,1,0:27
106 - 118,POR - GS,400875806,4,Ed Davis makes free throw 1 of 1,Ed Davis,playoffs,76 - 95,2015 - 2016,1,11:29
106 - 118,POR - GS,400875806,4,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,77 - 95,2015 - 2016,1,11:18
106 - 118,POR - GS,400875806,4,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,78 - 95,2015 - 2016,1,11:18
106 - 118,POR - GS,400875806,4,Andre Iguodala makes free throw 1 of 2,Andre Iguodala,playoffs,84 - 102,2015 - 2016,1,8:37
106 - 118,POR - GS,400875806,4,Andre Iguodala makes free throw 2 of 2,Andre Iguodala,playoffs,84 - 103,2015 - 2016,1,8:37
106 - 118,POR - GS,400875806,4,Klay Thompson misses free throw 1 of 2,Klay Thompson,playoffs,88 - 105,2015 - 2016,0,5:11
106 - 118,POR - GS,400875806,4,Klay Thompson makes free throw 2 of 2,Klay Thompson,playoffs,88 - 106,2015 - 2016,1,5:11
106 - 118,POR - GS,400875806,4,Mason Plumlee makes free throw 1 of 2,Mason Plumlee,playoffs,89 - 106,2015 - 2016,1,4:52
106 - 118,POR - GS,400875806,4,Mason Plumlee misses free throw 2 of 2,Mason Plumlee,playoffs,89 - 106,2015 - 2016,0,4:52
106 - 118,POR - GS,400875806,4,Damian Lillard makes free throw 1 of 1,Damian Lillard,playoffs,94 - 109,2015 - 2016,1,3:47
106 - 118,POR - GS,400875806,4,Andre Iguodala makes free throw 1 of 2,Andre Iguodala,playoffs,94 - 112,2015 - 2016,1,3:05
106 - 118,POR - GS,400875806,4,Andre Iguodala makes free throw 2 of 2,Andre Iguodala,playoffs,94 - 113,2015 - 2016,1,3:05
106 - 118,POR - GS,400875806,4,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,98 - 116,2015 - 2016,1,2:00
106 - 118,POR - GS,400875806,4,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,99 - 116,2015 - 2016,1,2:00
99 - 110,POR - GS,400875807,1,Maurice Harkless misses free throw 1 of 2,Maurice Harkless,playoffs,3-Mar,2015 - 2016,0,10:18
99 - 110,POR - GS,400875807,1,Maurice Harkless misses free throw 2 of 2,Maurice Harkless,playoffs,3-Mar,2015 - 2016,0,10:18
99 - 110,POR - GS,400875807,1,C.J. McCollum makes free throw 1 of 2,C.J. McCollum,playoffs,3-Apr,2015 - 2016,1,9:55
99 - 110,POR - GS,400875807,1,C.J. McCollum makes free throw 2 of 2,C.J. McCollum,playoffs,3-May,2015 - 2016,1,9:55
99 - 110,POR - GS,400875807,2,Ed Davis misses free throw 1 of 2,Ed Davis,playoffs,36 - 24,2015 - 2016,0,10:59
99 - 110,POR - GS,400875807,2,Ed Davis makes free throw 2 of 2,Ed Davis,playoffs,37 - 24,2015 - 2016,1,10:59
99 - 110,POR - GS,400875807,2,Allen Crabbe misses free throw 1 of 2,Allen Crabbe,playoffs,42 - 28,2015 - 2016,0,8:29
99 - 110,POR - GS,400875807,2,Allen Crabbe makes free throw 2 of 2,Allen Crabbe,playoffs,43 - 28,2015 - 2016,1,8:29
99 - 110,POR - GS,400875807,2,Ian Clark misses free throw 1 of 2,Ian Clark,playoffs,45 - 28,2015 - 2016,0,7:18
99 - 110,POR - GS,400875807,2,Ian Clark makes free throw 2 of 2,Ian Clark,playoffs,45 - 29,2015 - 2016,1,7:18
99 - 110,POR - GS,400875807,2,Ed Davis makes free throw 1 of 2,Ed Davis,playoffs,46 - 31,2015 - 2016,1,6:48
99 - 110,POR - GS,400875807,2,Ed Davis misses free throw 2 of 2,Ed Davis,playoffs,46 - 31,2015 - 2016,0,6:48
99 - 110,POR - GS,400875807,2,C.J. McCollum misses free throw 1 of 2,C.J. McCollum,playoffs,46 - 35,2015 - 2016,0,5:33
99 - 110,POR - GS,400875807,2,C.J. McCollum makes free throw 2 of 2,C.J. McCollum,playoffs,47 - 35,2015 - 2016,1,5:33
99 - 110,POR - GS,400875807,2,Harrison Barnes makes free throw 1 of 2,Harrison Barnes,playoffs,47 - 38,2015 - 2016,1,4:00
99 - 110,POR - GS,400875807,2,Harrison Barnes makes free throw 2 of 2,Harrison Barnes,playoffs,47 - 39,2015 - 2016,1,4:00
99 - 110,POR - GS,400875807,2,Mason Plumlee makes free throw 1 of 2,Mason Plumlee,playoffs,48 - 42,2015 - 2016,1,3:12
99 - 110,POR - GS,400875807,2,Mason Plumlee makes free throw 2 of 2,Mason Plumlee,playoffs,49 - 42,2015 - 2016,1,3:12
99 - 110,POR - GS,400875807,2,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,56 - 46,2015 - 2016,1,1:47
99 - 110,POR - GS,400875807,2,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,57 - 46,2015 - 2016,1,1:47
99 - 110,POR - GS,400875807,2,Draymond Green makes free throw 1 of 1,Draymond Green,playoffs,59 - 51,2015 - 2016,1,0:04
99 - 110,POR - GS,400875807,3,Damian Lillard makes technical free throw,Damian Lillard,playoffs,60 - 56,2015 - 2016,1,9:11
99 - 110,POR - GS,400875807,3,Klay Thompson makes free throw 1 of 2,Klay Thompson,playoffs,63 - 57,2015 - 2016,1,8:15
99 - 110,POR - GS,400875807,3,Klay Thompson makes free throw 2 of 2,Klay Thompson,playoffs,63 - 58,2015 - 2016,1,8:15
99 - 110,POR - GS,400875807,3,Al-Farouq Aminu makes free throw 1 of 2,Al-Farouq Aminu,playoffs,73 - 64,2015 - 2016,1,4:41
99 - 110,POR - GS,400875807,3,Al-Farouq Aminu misses free throw 2 of 2,Al-Farouq Aminu,playoffs,73 - 64,2015 - 2016,0,4:41
99 - 110,POR - GS,400875807,3,Klay Thompson makes free throw 1 of 2,Klay Thompson,playoffs,84 - 75,2015 - 2016,1,0:37
99 - 110,POR - GS,400875807,3,Klay Thompson makes free throw 2 of 2,Klay Thompson,playoffs,84 - 76,2015 - 2016,1,0:37
99 - 110,POR - GS,400875807,4,Draymond Green misses free throw 1 of 1,Draymond Green,playoffs,87 - 78,2015 - 2016,0,11:42
99 - 110,POR - GS,400875807,4,Draymond Green makes free throw 1 of 2,Draymond Green,playoffs,91 - 85,2015 - 2016,1,7:54
99 - 110,POR - GS,400875807,4,Draymond Green makes free throw 2 of 2,Draymond Green,playoffs,91 - 86,2015 - 2016,1,7:54
99 - 110,POR - GS,400875807,4,Andre Iguodala makes free throw 1 of 2,Andre Iguodala,playoffs,91 - 87,2015 - 2016,1,7:24
99 - 110,POR - GS,400875807,4,Andre Iguodala makes free throw 2 of 2,Andre Iguodala,playoffs,91 - 88,2015 - 2016,1,7:24
99 - 110,POR - GS,400875807,4,Klay Thompson makes free throw 1 of 2,Klay Thompson,playoffs,95 - 98,2015 - 2016,1,4:05
99 - 110,POR - GS,400875807,4,Klay Thompson makes free throw 2 of 2,Klay Thompson,playoffs,95 - 98,2015 - 2016,1,4:05
99 - 110,POR - GS,400875807,4,Klay Thompson makes free throw 1 of 2,Klay Thompson,playoffs,95 - 103,2015 - 2016,1,1:47
99 - 110,POR - GS,400875807,4,Klay Thompson makes free throw 2 of 2,Klay Thompson,playoffs,95 - 104,2015 - 2016,1,1:47
99 - 110,POR - GS,400875807,4,Maurice Harkless makes free throw 1 of 2,Maurice Harkless,playoffs,96 - 104,2015 - 2016,1,1:38
99 - 110,POR - GS,400875807,4,Maurice Harkless makes free throw 2 of 2,Maurice Harkless,playoffs,97 - 104,2015 - 2016,1,1:38
99 - 110,POR - GS,400875807,4,Shaun Livingston makes free throw 1 of 2,Shaun Livingston,playoffs,97 - 107,2015 - 2016,1,0:45
99 - 110,POR - GS,400875807,4,Shaun Livingston makes free throw 2 of 2,Shaun Livingston,playoffs,97 - 108,2015 - 2016,1,0:45
108 - 120,GS - POR,400875808,1,Mason Plumlee misses free throw 1 of 2,Mason Plumlee,playoffs,16 - 9,2015 - 2016,0,5:13
108 - 120,GS - POR,400875808,1,Mason Plumlee makes free throw 2 of 2,Mason Plumlee,playoffs,16 - 10,2015 - 2016,1,5:13
108 - 120,GS - POR,400875808,1,Festus Ezeli misses free throw 1 of 2,Festus Ezeli,playoffs,18 - 16,2015 - 2016,0,3:04
108 - 120,GS - POR,400875808,1,Festus Ezeli makes free throw 2 of 2,Festus Ezeli,playoffs,19 - 16,2015 - 2016,1,3:04
108 - 120,GS - POR,400875808,1,Allen Crabbe misses free throw 1 of 2,Allen Crabbe,playoffs,26 - 19,2015 - 2016,0,1:01
108 - 120,GS - POR,400875808,1,Allen Crabbe makes free throw 2 of 2,Allen Crabbe,playoffs,26 - 20,2015 - 2016,1,1:01
108 - 120,GS - POR,400875808,1,Gerald Henderson makes free throw 1 of 2,Gerald Henderson,playoffs,28 - 21,2015 - 2016,1,0:14
108 - 120,GS - POR,400875808,1,Gerald Henderson makes free throw 2 of 2,Gerald Henderson,playoffs,28 - 22,2015 - 2016,1,0:14
108 - 120,GS - POR,400875808,2,Al-Farouq Aminu makes free throw 1 of 2,Al-Farouq Aminu,playoffs,28 - 23,2015 - 2016,1,11:19
108 - 120,GS - POR,400875808,2,Al-Farouq Aminu makes free throw 2 of 2,Al-Farouq Aminu,playoffs,28 - 24,2015 - 2016,1,11:19
108 - 120,GS - POR,400875808,2,Allen Crabbe makes free throw 1 of 3,Allen Crabbe,playoffs,28 - 27,2015 - 2016,1,9:38
108 - 120,GS - POR,400875808,2,Allen Crabbe makes free throw 2 of 3,Allen Crabbe,playoffs,28 - 28,2015 - 2016,1,9:38
108 - 120,GS - POR,400875808,2,Allen Crabbe makes free throw 3 of 3,Allen Crabbe,playoffs,28 - 29,2015 - 2016,1,9:38
108 - 120,GS - POR,400875808,2,Al-Farouq Aminu makes free throw 1 of 1,Al-Farouq Aminu,playoffs,32 - 32,2015 - 2016,1,8:21
108 - 120,GS - POR,400875808,2,Draymond Green misses free throw 1 of 2,Draymond Green,playoffs,34 - 34,2015 - 2016,0,6:48
108 - 120,GS - POR,400875808,2,Draymond Green misses free throw 2 of 2,Draymond Green,playoffs,34 - 34,2015 - 2016,0,6:48
108 - 120,GS - POR,400875808,2,Klay Thompson makes free throw 1 of 2,Klay Thompson,playoffs,37 - 42,2015 - 2016,1,4:28
108 - 120,GS - POR,400875808,2,Klay Thompson makes free throw 2 of 2,Klay Thompson,playoffs,38 - 42,2015 - 2016,1,4:28
108 - 120,GS - POR,400875808,2,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,40 - 45,2015 - 2016,1,3:33
108 - 120,GS - POR,400875808,2,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,40 - 46,2015 - 2016,1,3:33
108 - 120,GS - POR,400875808,2,C.J. McCollum makes free throw 1 of 2,C.J. McCollum,playoffs,44 - 49,2015 - 2016,1,1:49
108 - 120,GS - POR,400875808,2,C.J. McCollum makes free throw 2 of 2,C.J. McCollum,playoffs,44 - 50,2015 - 2016,1,1:49
108 - 120,GS - POR,400875808,2,Damian Lillard makes free throw 1 of 2,Damian Lillard,playoffs,46 - 57,2015 - 2016,1,0:02
108 - 120,GS - POR,400875808,2,Damian Lillard makes free throw 2 of 2,Damian Lillard,playoffs,46 - 58,2015 - 2016,1,0:02
108 - 120,GS - POR,400875808,3,C.J. McCollum makes free throw 1 of 1,C.J. McCollum,playoffs,46 - 61,2015 - 2016,1,11:41
108 - 120,GS - POR,400875808,3,Harrison Barnes makes free throw 1 of 2,Harrison Barnes,playoffs,49 - 63,2015 - 2016,1,10:48
108 - 120,GS - POR,400875808,3,Harrison Barnes makes free throw 2 of 2,Harrison Barnes,playoffs,50 - 63,2015 - 2016,1,10:48
108 - 120,GS - POR,400875808,3,C.J. McCollum makes free throw 1 of 2,C.J. McCollum,playoffs,56 - 66,2015 - 2016,1,8:19
108 - 120,GS - POR,400875808,3,C.J. McCollum makes free throw 2 of 2,C.J. McCollum,playoffs,56 - 67,2015 - 2016,1,8:19
108 - 120,GS - POR,400875808,3,Shaun Livingston makes free throw 1 of 1,Shaun Livingston,playoffs,69 - 79,2015 - 2016,1,3:47
108 - 120,GS - POR,400875808,3,Brian Roberts makes free throw 1 of 2,Brian Roberts,playoffs,73 - 85,2015 - 2016,1,1:34
108 - 120,GS - POR,400875808,3,Brian Roberts misses free throw 2 of 2,Brian Roberts,playoffs,73 - 85,2015 - 2016,0,1:34
108 - 120,GS - POR,400875808,3,Draymond Green makes free throw 1 of 2,Draymond Green,playoffs,74 - 85,2015 - 2016,1,1:29
108 - 120,GS - POR,400875808,3,Draymond Green makes free throw 2 of 2,Draymond Green,playoffs,75 - 85,2015 - 2016,1,1:29
108 - 120,GS - POR,400875808,3,Ed Davis makes free throw 1 of 2,Ed Davis,playoffs,75 - 86,2015 - 2016,1,1:27
108 - 120,GS - POR,400875808,3,Ed Davis makes free throw 2 of 2,Ed Davis,playoffs,75 - 87,2015 - 2016,1,1:27
108 - 120,GS - POR,400875808,4,Mason Plumlee misses free throw 1 of 2,Mason Plumlee,playoffs,82 - 98,2015 - 2016,0,10:27
108 - 120,GS - POR,400875808,4,Mason Plumlee misses free throw 2 of 2,Mason Plumlee,playoffs,82 - 98,2015 - 2016,0,10:27
108 - 120,GS - POR,400875808,4,Marreese Speights misses free throw 1 of 2,Marreese Speights,playoffs,82 - 98,2015 - 2016,0,10:12
108 - 120,GS - POR,400875808,4,Marreese Speights misses free throw 2 of 2,Marreese Speights,playoffs,82 - 98,2015 - 2016,0,10:12
108 - 120,GS - POR,400875808,4,Andre Iguodala misses free throw 1 of 2,Andre Iguodala,playoffs,84 - 100,2015 - 2016,0,9:03
